Timestamp,"What kind of pet is this (Dog, Cat, Bird, Other)","Pet's Full Name (you don't have to include your last name. Think ""Winston Churchill"" and not ""Winston Churchill MYLASTNAME"")","Pet's everyday name (e.g. ""Church"")",Pet's age,Pet's breed (if applicable)
Sun Jul 21 23:25:14 EDT 2019,Dog,Sadie Mae,Sadie,6,GermanShorthairedPointer
Sun Jul 21 23:25:38 EDT 2019,Rodent,Stanley,Stan Bug,0,Chinchilla
Sun Jul 21 23:25:54 EDT 2019,Dog,Ruby Sue,Ruby,3,BlueTickCoonHound
Sun Jul 21 23:26:27 EDT 2019,Rabbit,Richard Fineman,Richie,4,Unknown
Sun Jul 21 23:27:49 EDT 2019,Dog,Zoey,Zoey/zozo,8,GoldenRetriever
Sun Jul 21 23:28:39 EDT 2019,Dog,Apollo,Apollo,10,Boxer
Sun Jul 21 23:28:51 EDT 2019,Dog,Petey,Pete,11,Labradormix
Sun Jul 21 23:29:32 EDT 2019,Cat,Scuto,Scutie,10,Burmese
Sun Jul 21 23:29:12 EDT 2019,Dog,Sadie Blue,Sadie,9,BorderColliemix
Sun Jul 21 23:29:47 EDT 2019,Dog,Mira,Weetum,13.5,Labradormix
Sun Jul 21 23:30:23 EDT 2019,Dog,Ginger,Ginger,9,Staffordshiremix
Sun Jul 21 23:30:28 EDT 2019,Cat,Cookie Dough,Miss Dough,6,Cat
Sun Jul 21 23:30:56 EDT 2019,Turtle,Kachu,Kachu,4,Tortoise
Sun Jul 21 23:32:49 EDT 2019,Dog,Hairy Potter,Hairy,12,Smolterrier
Sun Jul 21 23:34:59 EDT 2019,Dog,Cricket,Crickita ,12,Dachshundmix
Sun Jul 21 23:34:50 EDT 2019,Dog,Xenia Marie,Xenia,8,GermanShepherd
Sun Jul 21 23:35:12 EDT 2019,Rodent,Potato,Tot,3,GuineaPig
Sun Jul 21 23:35:33 EDT 2019,Dog,Daisy Mae,Daisy,12,CairnTerrier
Sun Jul 21 23:37:32 EDT 2019,Dog,Ashe,Ashe,3,Chinchilla
Sun Jul 21 23:40:44 EDT 2019,Fish,Mr. Moesby,Mr. Moesby,3,GoldFish
Sun Jul 21 23:39:18 EDT 2019,Fish,Helen,Helen,3,GoldFish
Sun Jul 21 23:41:25 EDT 2019,Dog,Skylar,Sky dog,15,MiniAussie
Sun Jul 21 23:43:06 EDT 2019,Dog,Maybus Dogstoevsky,Maybe,11,Treeing Walker Coonhound
Sun Jul 21 23:43:44 EDT 2019,Dog,Kahlua ,"Louie, LouLou, KaHULA, FlufferNutter",7,MiniAussie
Sun Jul 21 23:44:05 EDT 2019,Cat,Foster,Foster,13,Domestic Shorthair Tabby
Sun Jul 21 23:44:34 EDT 2019,Cat,Reese,Reese,13,DomesticShorthair-Tortoiseshell
Sun Jul 21 23:44:48 EDT 2019,Dog,Maggie pie thatcher,Maggie,0.333333333,Bluelacy
Sun Jul 21 23:46:11 EDT 2019,Dog,Ashildr,Ashy,1,Boxer
Sun Jul 21 23:46:18 EDT 2019,Dog,Elsa,Stinky poo poo,4.5,GermanShepherd
Sun Jul 21 23:46:58 EDT 2019,Dog,Belle,Stinky poo poo,4.5,GoldenRetriever
Sun Jul 21 23:47:36 EDT 2019,Cat,Mufasa,Mufasa,14,Yellowtabbylonghair
Sun Jul 21 23:47:52 EDT 2019,Dog,Zeus,Zeusy,8,JackRussellTerrier
Sun Jul 21 23:48:14 EDT 2019,Rodent,Niblet,Fat pig,4,GuineaPig
Sun Jul 21 23:48:57 EDT 2019,Dog,Molly,Miss Pants,6,Labradormix
Sun Jul 21 23:49:11 EDT 2019,Cat,Valerie Spaceship Pizza Party,Bubba,6,Domesticshorthair
Sun Jul 21 23:49:53 EDT 2019,Hamster,Penelope ,Penne,1,Syrian
Sun Jul 21 23:49:54 EDT 2019,Cat,Peanut,Peenie paneenie,0.333333333,Calico
Sun Jul 21 23:51:39 EDT 2019,Cat,Jupiter,  Monsieur Jups,6,Domesticshorthair
Sun Jul 21 23:52:38 EDT 2019,Dog,Chip,"Chippy, Chipper, Dumbo, or Chipper Dipper",13.5,Yellowlab
Mon Jul 22 00:00:19 EDT 2019,Dog,Chewustuffer Asshole,Chewy,2,GoldenRetriever
Mon Jul 22 00:00:59 EDT 2019,Dog,Sailor Moon,Either Sailor or Moon,4,Newfoundland
Mon Jul 22 00:01:01 EDT 2019,Dog,Navigator’s Sipsey River PrinceS,Sipsey,11,LabradorRetriever
Mon Jul 22 00:01:03 EDT 2019,Dog,Buddy,Bud,9,BorderCollie
Mon Jul 22 00:01:40 EDT 2019,Dog,Brown Butter Biscuit,Biscuit,12,LabradorRetriever
Mon Jul 22 00:02:05 EDT 2019,Dog,Millie,Lil mil,13,ShihTzu
Mon Jul 22 00:03:31 EDT 2019,Dog,Jonah,Jonah,5,Labradormix
Mon Jul 22 00:04:10 EDT 2019,Dog,Diggs,Diggs,9,AustralianCattleDog
Mon Jul 22 00:04:21 EDT 2019,Bird,Gudlaguba,guba,2,Unknown
Mon Jul 22 00:04:38 EDT 2019,Dog,Herman,"Hermie, Herm-Derm, Herbie, Herm-Worm",14,Dachshund
Mon Jul 22 00:05:07 EDT 2019,Cat,Isis,Isis,9,Domesticshorthair
Mon Jul 22 00:05:56 EDT 2019,Dog,Datsyuk,Datsyuk,0,Shepherdmix
Mon Jul 22 00:06:28 EDT 2019,Dog,Nightwing ,Nightwing,6,LhasaApso/Maltese
Mon Jul 22 00:06:38 EDT 2019,Dog,Isabella,Bella,5,GermanShepherdmix
Mon Jul 22 00:07:10 EDT 2019,Dog,Princess Buttercup,Prince,4,LhasaApso/Maltese
Mon Jul 22 00:10:07 EDT 2019,Dog,Sir Jake of Zoar,Jake,11,Yellowlab
Mon Jul 22 00:10:13 EDT 2019,Cat,Michael Theodore Wazowski,Mike,2,Fuzzball
Mon Jul 22 00:12:11 EDT 2019,Dog,Scout,Scout,6,KingCharles
Mon Jul 22 00:11:14 EDT 2019,Dog,Aluxe,Aluxe,14,Poodle
Mon Jul 22 00:12:40 EDT 2019,Dog,Brownie,Brownie ,11,KingCharles
Mon Jul 22 00:17:48 EDT 2019,Cat,Catsby,Catsby,12,Domesticshorthair
Mon Jul 22 00:18:13 EDT 2019,Rabbit,Clementine the Lemon,Clem,7,Unknown
Mon Jul 22 00:19:38 EDT 2019,Dog,Shelby May,Shelbs,6.1,Terriermix
Mon Jul 22 00:20:59 EDT 2019,Dog,Mr. Henry Midas Darcy,Henry,7,GoldenRetriever
Mon Jul 22 00:21:36 EDT 2019,Cat,Hermes,Hermes,10,Unknown
Mon Jul 22 00:23:35 EDT 2019,Dog,Annie Reese,Annie,11,Huskymix
Mon Jul 22 00:28:23 EDT 2019,Dog,Blackjack,Blackjack,3,Labradormix
Mon Jul 22 00:29:08 EDT 2019,Cat,Dolly Madison ,Dolly,11,Americanshorthair
Mon Jul 22 00:29:49 EDT 2019,Cat,Franklin Roosevelt ,Franklin,16,Siamese
Mon Jul 22 00:31:05 EDT 2019,Cat,Abby,Abby,2.5,Unknown
Mon Jul 22 00:33:18 EDT 2019,Dog,Jaden,Jaden,8,Unknown
Mon Jul 22 00:34:03 EDT 2019,Dog,Sophie,Soph,9,GoldenRetriever
Mon Jul 22 00:36:23 EDT 2019,Cat,Elizabeth Bennet,"Elizabeth, no!",13,DomesticLonghair
Mon Jul 22 00:35:16 EDT 2019,Cat,Amadeus,Booboo,13,DomesticLonghair
Mon Jul 22 00:39:02 EDT 2019,Dog,Petey,Petey,11,GoldenRetriever
Mon Jul 22 00:39:30 EDT 2019,Dog,Jack,Jackson,11,GoldenRetriever
Mon Jul 22 00:41:50 EDT 2019,Dog,Bella,Bell,8,Puggle
Mon Jul 22 00:45:40 EDT 2019,Dog,Starsky Buford,Starsky,7,FoxhoundMix
Mon Jul 22 00:46:20 EDT 2019,Rodent, Beatrice,Trixie,5,Mexicanblacktailed
Mon Jul 22 00:46:48 EDT 2019,Dog,Quito,Kiki,4,Labradormix
Mon Jul 22 00:47:08 EDT 2019,Dog,Wiggins,Wiggs,3,BlackLabMix
Mon Jul 22 00:47:43 EDT 2019,Bird,Aretha,The broody one,1,Blackstarhen
Mon Jul 22 00:49:03 EDT 2019,Snake,Stanley,Stanley,1,Ballpython
Mon Jul 22 00:49:37 EDT 2019,Dog,Bella,Smelly Belly,13,Weimaraner
Mon Jul 22 00:50:08 EDT 2019,Hermit Crab,Golddigger,Goldie,Unknown,Australian
Mon Jul 22 00:51:27 EDT 2019,Dog,Maple,"Mapie, Mapes",0,ShibaInu
Mon Jul 22 00:51:57 EDT 2019,Dog,Sara,Sara,7,PolishTatraSheepdog
Mon Jul 22 00:53:31 EDT 2019,Insect,Professor McGongall (the queen),Hogwarts (the hive),0,Bees
Mon Jul 22 00:54:17 EDT 2019,Dog,Clementine,Clem,5.5,Coonhound
Mon Jul 22 00:54:30 EDT 2019,Dog,Ali May,Ali,12,Labradormix
Mon Jul 22 00:54:36 EDT 2019,Dog,Aspen,Ass-pen,3,Coonhound
Mon Jul 22 00:54:47 EDT 2019,Dog,Amber,Amber,2,GermanShorthairedPointer
Mon Jul 22 00:54:56 EDT 2019,Rodent,Diego,Dego Bear,3,GuineaPig
Mon Jul 22 00:55:09 EDT 2019,Rodent,Linus,Linus,1,GuineaPig
Mon Jul 22 00:55:10 EDT 2019,Dog,Coquine,Ti-Chat,15,Maltese
Mon Jul 22 00:55:15 EDT 2019,Rodent,Colby,Colbs,3,GuineaPig
Mon Jul 22 00:57:00 EDT 2019,Dog,Medley May ,Med head/big medley,8,GreatDane
Mon Jul 22 00:57:27 EDT 2019,Dog,Maggie,Mag bag ,3,GreatDane
Mon Jul 22 00:58:21 EDT 2019,Dog,Finn Jethro,Finny,7,Poodle
Mon Jul 22 00:59:00 EDT 2019,Dog,Tallulah Lilac,Lulah,4,Poodle
Mon Jul 22 01:00:04 EDT 2019,Dog,Bear,Bear,6,Huskymix
Mon Jul 22 01:00:45 EDT 2019,Cat,Fuji,Worm,9,Domestichousecat
Mon Jul 22 01:03:06 EDT 2019,Dog,Emily,Emily,7,AmericanPitbull
Mon Jul 22 01:02:22 EDT 2019,Dog,Winifred Yankeestaff Arnone,Winnie,13,BulldogMix
Mon Jul 22 01:04:54 EDT 2019,Dog,Bella,Bella,9,ShihTzu
Mon Jul 22 01:07:07 EDT 2019,Dog,Mocha Latte,Moch,2,PitbullMix
Mon Jul 22 01:06:53 EDT 2019,Dog,Bentley Rockstaff Jardine Arnone,Bentley,0.833333333,BulldogMix
Mon Jul 22 01:07:27 EDT 2019,Cat,Lili,Lili,11,Russian Blue
Mon Jul 22 01:07:34 EDT 2019,Dog,Freddie Mercury,Freddie,15,Schnauzer
Mon Jul 22 01:08:03 EDT 2019,Dog,Einstein Pancake,Einstein ,11,ShihTzu
Mon Jul 22 01:08:14 EDT 2019,Cat,Kit Marlowe,Marlowe,11,Domestic Shorthair Tabby
Mon Jul 22 01:09:01 EDT 2019,Dog,Sir Eggs Benedict,Benny,2.5,PembrokeWelshCorgi
Mon Jul 22 01:09:08 EDT 2019,Dog,Bandit ,Ban ban,8,Husky
Mon Jul 22 01:10:56 EDT 2019,Cat,Beauregard Montgomery Cat,Beau,3,BlackandWhite
Mon Jul 22 01:09:46 EDT 2019,Dog,Mac,Mac,5,BorderCollie
Mon Jul 22 01:10:21 EDT 2019,Dog,Shepherd E Stoltzfus,Shep,5,BorderCollie
Mon Jul 22 01:13:02 EDT 2019,Dog,Cinnamon,Chinamon,4,GoldenLabrador
Mon Jul 22 01:13:03 EDT 2019,Rabbit,Greta,Greta,13,MiniRex
Mon Jul 22 01:19:23 EDT 2019,Dog,Rocky Ciroc,Ciroc,6,BichonFrise
Mon Jul 22 01:20:08 EDT 2019,Cat,Cloudy,Cloudy,9,Unknown
Mon Jul 22 01:20:25 EDT 2019,Cat,Sunny,Sunny,5,Unknown
Mon Jul 22 01:24:08 EDT 2019,Dog,Jack,Jack,2,MiniatureDachshund
Mon Jul 22 01:23:08 EDT 2019,Dog,Baldrick of Blackadder Bob,Bob,14,Miniatureschnauzer
Mon Jul 22 01:24:49 EDT 2019,Dog,Danny,Danny,Deceased,Pomeranianmix
Mon Jul 22 01:29:14 EDT 2019,Dog,Troy,Sweetie,9,PitbullMix
Mon Jul 22 01:39:57 EDT 2019,Dog,Lavender,Lav,8,Pitbull
Mon Jul 22 01:40:19 EDT 2019,Dog,Buddy,Mr. B,6,GoldenRetriever
Mon Jul 22 01:42:07 EDT 2019,Dog,Chase,Chase,6,Boxer
Mon Jul 22 01:43:17 EDT 2019,Dog,Charlotte,Charlie,8,BorderCollie
Mon Jul 22 01:43:05 EDT 2019,Dog,Ice,Ice,14,Shepherdmix
Mon Jul 22 01:44:45 EDT 2019,Fish,Alpha (the Beta),Alpha,0.083333333,BettaFish
Mon Jul 22 01:45:08 EDT 2019,Dog,Dolly,Dolly,7.5,Labradormix
Mon Jul 22 01:48:15 EDT 2019,Dog,Geoffrey,Geoffrey ,1,Maltipoo
Mon Jul 22 01:50:54 EDT 2019,Rabbit,Aragorn,Strider,5,Dwarflop
Mon Jul 22 01:51:43 EDT 2019,Rabbit,Arwen ,Arwen ,4,Lionheaddwarflop
Mon Jul 22 01:52:22 EDT 2019,Dog,Holly ,Holly,8.5,GoldenRetriever
Mon Jul 22 01:57:04 EDT 2019,Dog,coco pollybird,Coco,10,CockerSpaniel
Mon Jul 22 01:58:19 EDT 2019,Dog,Tim,Tim,12,Beagle
Mon Jul 22 02:01:17 EDT 2019,Dog,Magui Josefina Primera Mercado,Moñoñito,16,EnglishCockerSpaniel
Mon Jul 22 01:59:47 EDT 2019,Turtle,Robustiana,Robby,5,Unknown
Mon Jul 22 02:02:03 EDT 2019,Dog,Scooby,Scoob,Unknown,AmericancockerSpaniel
Mon Jul 22 02:02:51 EDT 2019,Dog,Balto José,Bartolo,6,Unknown
Mon Jul 22 02:03:28 EDT 2019,Bird,Lulú Anastasia,Pollo,16,Unknown
Mon Jul 22 02:07:52 EDT 2019,Dog,Xena Badass McAwesome Princess Flufflepuffs of the Ashen Fields of Mordor,Xena,6,GoldenRetriever
Mon Jul 22 02:08:03 EDT 2019,Dog,Wilbur,Wilby,6,FrenchBulldog
Mon Jul 22 02:08:45 EDT 2019,Dog,Rowena Ravenclaw,Puppy,3,RhodesianRidgeback
Mon Jul 22 02:09:28 EDT 2019,Dog,Magnificent,Maggie,7,KingCharlesmix
Mon Jul 22 02:08:57 EDT 2019,Dog,Nova,Scoosh ,0.583333333,CockerSpaniel
Mon Jul 22 02:10:40 EDT 2019,Dog,Penny,Penny,12,RatTerrierMix
Mon Jul 22 02:11:01 EDT 2019,Cat,Jasper,Jasper,8,Unknown
Mon Jul 22 02:11:58 EDT 2019,Dog,Maisie taters ,Maisie,2,Houndmix
Mon Jul 22 02:12:40 EDT 2019,Dog,Guinness ,Guinness ,9,AustralianShepherd
Mon Jul 22 02:12:47 EDT 2019,Dog,Johnny Bee,Johnny ,5,Boxermix
Mon Jul 22 02:12:55 EDT 2019,Cat,Emma,Emma-zoo ,21,Calico
Mon Jul 22 02:13:17 EDT 2019,Dog,Mayflower,May,12,LabradorRetriever
Mon Jul 22 02:13:05 EDT 2019,Cat,Benjamin,Ben,6,Unknown
Mon Jul 22 02:13:39 EDT 2019,Dog,Roscoe,Roscoe,13,Beagle
Mon Jul 22 02:13:40 EDT 2019,Cat,Pitted bear ,Pits ,6,Unknown
Mon Jul 22 02:14:16 EDT 2019,Cat,Lily,Lily,20,Unknown
Mon Jul 22 02:13:58 EDT 2019,Cat,Maggie,Maggie,19,Unknown
Mon Jul 22 02:15:01 EDT 2019,Cat,Tom,Tomsl,18,BritishShorthair
Mon Jul 22 02:15:22 EDT 2019,Cat,Gerri,Gerri,17,BritishShorthair
Mon Jul 22 02:23:31 EDT 2019,Dog,Ashley,Ashley,5,EnglishCockerSpaniel
Mon Jul 22 02:22:47 EDT 2019,Cat,Moritz,Mori,8,None
Mon Jul 22 02:24:37 EDT 2019,Dog,Janis,Janis,7,Unknown
Mon Jul 22 02:29:52 EDT 2019,Dog,Leonardo,Leo,7,Pekingese
Mon Jul 22 02:25:28 EDT 2019,Rabbit,Cheeky,Twatty,5,Unknown
Mon Jul 22 02:33:54 EDT 2019,Cat,Tyler,Doofus,11,Domesticshorthair
Mon Jul 22 02:33:18 EDT 2019,Dog,Ceili Kibbles,Ceili (pronounced K-Lee),10,GoldenRetriever
Mon Jul 22 02:34:31 EDT 2019,Cat,Kiki,Kikster,11,Domesticshorthair
Mon Jul 22 02:36:33 EDT 2019,Dog,Charlie,Charlie,0.416666667,BerneseMountainDog
Mon Jul 22 02:36:59 EDT 2019,Cat,Oreo,Oreo,0.25,Shorthair
Mon Jul 22 02:37:42 EDT 2019,Cat,Ichi,Itch,8,Unknown
Mon Jul 22 02:37:27 EDT 2019,Fish,Mussel ,Muss,3,Unknown
Mon Jul 22 02:37:53 EDT 2019,Dog,Mango,Mango,2,Unknown
Mon Jul 22 02:38:18 EDT 2019,Hamster,Muffin,Muffin,2,Unknown
Mon Jul 22 02:44:19 EDT 2019,Dog,Rufus,Roofie,14,GoldenRetriever
Mon Jul 22 02:45:58 EDT 2019,Dog,Daisy,Daze,0.333333333,GoldenRetriever
Mon Jul 22 02:44:49 EDT 2019,Dog,Lily,Lils,13,GoldenRetriever
Mon Jul 22 02:45:27 EDT 2019,Dog,Bertie,Bertie Boy,0.333333333,GoldenRetriever
Mon Jul 22 02:52:41 EDT 2019,Dog,Max,Bear,7,Akita
Mon Jul 22 02:52:58 EDT 2019,Dog,Molly,Moo,7,Beagle
Mon Jul 22 02:53:22 EDT 2019,Dog,Poppy,Poppy dog,2,GoldenRetriever
Mon Jul 22 02:53:41 EDT 2019,Dog,Daisy,Daisy dog,2,GoldenRetriever
Mon Jul 22 02:57:55 EDT 2019,Cat,Nica-Nu,Nica-NO-GIVE-THAT-BACKQ,1.75,BritishShorthair
Mon Jul 22 02:59:50 EDT 2019,Cat,Meredith,Mer,8,Unknown
Mon Jul 22 02:58:30 EDT 2019,Dog,Koda,Koda,9,GoldenRetriever
Mon Jul 22 02:59:03 EDT 2019,Dog,Elwood,Elwood,9,GoldenRetriever
Mon Jul 22 02:59:32 EDT 2019,Dog,Jake,Jakey,9,GoldenRetriever
Mon Jul 22 03:00:09 EDT 2019,Cat,Blizzard,White,13,Unknown
Mon Jul 22 03:01:31 EDT 2019,Cat,Hemingway,Hemi,9,Unknown
Mon Jul 22 03:00:25 EDT 2019,Cat,George,Porge,11,Unknown
Mon Jul 22 03:00:32 EDT 2019,Dog,Miles,Miles,8,LabradorRetriever
Mon Jul 22 03:05:20 EDT 2019,Cat,Sherbert,Sherbert ,1,Unknown
Mon Jul 22 03:13:31 EDT 2019,Cat,Liesje,Liesje,5,Tortoiseshell
Mon Jul 22 03:23:21 EDT 2019,Dog,Indiana ,Indy,10,SpringerSpaniel
Mon Jul 22 03:24:04 EDT 2019,Cat,Diego Maradona,Degs,3,Unknown
Mon Jul 22 03:23:44 EDT 2019,Dog,Maximus Harvey ,Max,2,GoldenRetriever
Mon Jul 22 03:24:29 EDT 2019,Cat,Paco ,PAC man ,2,Unknown
Mon Jul 22 03:26:43 EDT 2019,Dog,Douglas Ray Richardson the Third ,Doug ,6,Redheeled
Mon Jul 22 03:39:52 EDT 2019,Rodent,Wilbur,Wilbur,1,GuineaPig
Mon Jul 22 03:39:23 EDT 2019,Rodent,Vincent,Vinnie,1,GuineaPig
Mon Jul 22 03:49:47 EDT 2019,Dog,Harley,Gnarly,4,Pug
Mon Jul 22 03:50:40 EDT 2019,Turtle,Taco,Taco,0.583333333,RussianTortoise
Mon Jul 22 03:51:05 EDT 2019,Dog,Buster,Busty ,14,JackRussellTerrier
Mon Jul 22 03:51:26 EDT 2019,Dog,Alfie,Alfie Dude,14,JackRussellTerrier
Mon Jul 22 03:53:43 EDT 2019,Dog,Mila,Mila,9,Mixed Breeds
Mon Jul 22 03:59:18 EDT 2019,Dog,Zero,Boydog,10,RhodesianRidgeback
Mon Jul 22 04:09:59 EDT 2019,Rabbit,Cirkeline,Cirkeline,7,Mixed
Mon Jul 22 04:14:20 EDT 2019,Dog,Bella Nina; Thomas James; Archie,Bella; Tom; Archie,7,GermanShepherdmix
Mon Jul 22 04:20:07 EDT 2019,Cat,"Mao. (As in Chairman Mao,  not miaow or Mayo. ",Mao ,14,Moggy
Mon Jul 22 04:21:49 EDT 2019,Dog,Briggs,Briggy,10,Labradormix
Mon Jul 22 04:19:27 EDT 2019,Dog,Mya (The Dog),My,13,Yellowlab
Mon Jul 22 04:20:03 EDT 2019,Cat,Dee Dee ,Dee,13,Unknown
Mon Jul 22 04:20:57 EDT 2019,Dog,Neela,Neely ,8,ShihTzu
Mon Jul 22 04:22:46 EDT 2019,Dog,Hank,Hankle ,2,BlueHeelermix
Mon Jul 22 04:24:03 EDT 2019,Dog,Button,Button,7,Cockalier
Mon Jul 22 04:23:05 EDT 2019,Dog,Missy Princess,Missy,14,CockerSpaniel
Mon Jul 22 04:23:39 EDT 2019,Dog,Prince,Prince,7,GermanShepherdmix
Mon Jul 22 04:29:55 EDT 2019,Dog,Samuel,Sam,8,GoldenRetriever
Mon Jul 22 04:30:15 EDT 2019,Cat,Wolfe,Buddu,11.5,Domesticshorthair
Mon Jul 22 04:31:13 EDT 2019,Cat,Muppet,Muppy,6,Tabby
Mon Jul 22 04:31:51 EDT 2019,Bird,Bruce,Brucey,10,Budgerigar
Mon Jul 22 04:58:42 EDT 2019,Dog,Precious Fudge,Miss Precious,12,ChocolateLabmix
Mon Jul 22 04:48:56 EDT 2019,Dog,truffles ,truffs ,11,Chocolatepoodle
Mon Jul 22 04:49:25 EDT 2019,Dog,woodland ,Woody,4,Long-hairedChihuahua
Mon Jul 22 05:00:19 EDT 2019,Rodent,Tomasa,Tommy,1,Rat
Mon Jul 22 04:59:29 EDT 2019,Dog,Heath M&M,Mr. Peaf,8,AustralianCattleDog
Mon Jul 22 05:00:09 EDT 2019,Dog,Mosley,Mr. Mosley,6,Pitbull
Mon Jul 22 05:01:43 EDT 2019,Dog,Peter,Mr. Peter,3,Unknown
Mon Jul 22 05:00:44 EDT 2019,Cat,Miss Lucy,Lucy,4,Siamese
Mon Jul 22 05:01:11 EDT 2019,Cat,Miss Molly,Molly,3,Unknown
Mon Jul 22 05:02:58 EDT 2019,Cat,Luna,Luna,4.5,Ragdoll
Mon Jul 22 05:15:44 EDT 2019,Dog,Sammy,Sammy,12,ShihTzu
Mon Jul 22 05:19:16 EDT 2019,Dog,Theodore Barkalot,Teddy,8,BichonHavanese
Mon Jul 22 05:38:11 EDT 2019,Bird,Delphine,,2,Speckledys-Hen
Mon Jul 22 06:02:49 EDT 2019,Dog,d'Artagnan,Dart,17,Pug
Mon Jul 22 06:22:29 EDT 2019,Cat,Fire,Fire,0.25,Shorthair
Mon Jul 22 06:23:01 EDT 2019,Cat,Ash,Ash,0.25,Shorthair
Mon Jul 22 06:23:45 EDT 2019,Cat,Kami,Kam,1,Longhair
Mon Jul 22 06:24:24 EDT 2019,Cat,Kit Kat,Kit,0.166666667,Mediumhair
Mon Jul 22 06:38:42 EDT 2019,Dog,Celsius Pele Amadeus Cartier,Celsius,11,LabradorRetriever
Mon Jul 22 06:39:00 EDT 2019,Dog,Lando Calrisian,Lando,4,LabradorRetriever
Mon Jul 22 06:39:29 EDT 2019,Dog,Obi-Wan,Obi,2,LabradorRetriever
Mon Jul 22 06:39:36 EDT 2019,Dog,Titus Sirius Icarus Cartier,Titus,10,LabradorRetriever
Mon Jul 22 06:40:25 EDT 2019,Dog,Samuel T Dogg,Sam,8,LabradorRetriever
Mon Jul 22 06:44:43 EDT 2019,Cat,Puka Shell,Puka,3,Unknown
Mon Jul 22 06:45:21 EDT 2019,Cat,Lily Pad,Lily,1.5,Unknown
Mon Jul 22 06:45:42 EDT 2019,Dog,Oreo Ann,Oreo,11,Unknown
Mon Jul 22 06:46:12 EDT 2019,Dog,Oliver,Ollie,7,Unknown
Mon Jul 22 06:47:51 EDT 2019,Dog,Stamford,Stamford,10,BichonFriseMix
Mon Jul 22 07:03:56 EDT 2019,Dog,Bentley,Bentley,4,ChocolateLabrador
Mon Jul 22 07:06:17 EDT 2019,Dog,Lulu,Lulu,10,JackRussellTerrier
Mon Jul 22 07:07:29 EDT 2019,Dog,Ella,Elephant,8,RetrieverMix
Mon Jul 22 07:08:00 EDT 2019,Dog,Roxy,Roxy,5,GermanShepherd
Mon Jul 22 07:14:32 EDT 2019,Cat,Andrew Angela,Andie,1.5,Americanshorthair
Mon Jul 22 07:15:08 EDT 2019,Cat,Cricket,Creekee,8,Americanshorthair
Mon Jul 22 07:16:37 EDT 2019,Dog,Desmond,Dez,8,BlackLabMix
Mon Jul 22 07:17:12 EDT 2019,Cat,Tallulah May ,Chunky butt,2,Americanshorthair
Mon Jul 22 07:21:29 EDT 2019,Dog,Stella,Stella,9,Hunterwaymix
Mon Jul 22 07:22:32 EDT 2019,Cat,Snowflake ,Snow / Snowy,11,Maincoonex
Mon Jul 22 07:24:56 EDT 2019,Dog,Sheena ,Beena,12,GoldenRetriever
Mon Jul 22 07:25:03 EDT 2019,Cat,Rico,Rico,13,Unknown
Mon Jul 22 07:25:19 EDT 2019,Cat,Sirius Black ,Chonk,4,Unknown
Mon Jul 22 07:25:41 EDT 2019,Cat,Bellatrix Lestrange,Bella,2,Unknown
Mon Jul 22 07:28:29 EDT 2019,Dog,Perry the Poodle,Perry,2,StandardPoodle
Mon Jul 22 07:29:16 EDT 2019,Dog,Cody the Corgi,Cody,3,PembrokeWelshCorgi
Mon Jul 22 07:37:09 EDT 2019,Cat,Princess Penelope Pineapple Pizza,Kitty,3,Calico
Mon Jul 22 07:39:11 EDT 2019,Cat,Mel,Melzinga,3,Unknown
Mon Jul 22 07:41:28 EDT 2019,Dog,Ginevra Molly,Ginny,0.346153846,GoldenRetriever
Mon Jul 22 07:42:04 EDT 2019,Cat,Mel de Melissa Duarte Brandizzi,Mel,3,Unknown
Mon Jul 22 07:43:23 EDT 2019,Cat,Mila Vilela Brandizzi,Mila,1,Unknown
Mon Jul 22 07:46:02 EDT 2019,Cat,Sushi,Baby / Sushi Burger ,14,Blackcat
Mon Jul 22 07:50:18 EDT 2019,Dog,Riley,"Riley or Ri (pronounced RHY), but then there’s a bunch of nicknames like (Riley Roo, Roo, Ri Ri, Bud, Buddy, Bub, etc)",4,Husky
Mon Jul 22 07:53:15 EDT 2019,Dog,Cleopatra,Cleo,3,Greyhound
Mon Jul 22 07:59:18 EDT 2019,Dog,Coco,Coco,10,Corgi
Mon Jul 22 08:01:33 EDT 2019,Dog,Captain,Captain aka Cappie,14,Husky
Mon Jul 22 08:02:45 EDT 2019,Dog,Buddy,Buddy,8,Muttmix
Mon Jul 22 08:06:50 EDT 2019,Dog,Magnolia Mae,Maggie,2,Corgi
Mon Jul 22 08:12:00 EDT 2019,Dog,Sam,Sammy,5,BorderCollie
Mon Jul 22 08:12:12 EDT 2019,Frog,Lily,Lily,1,Unknown
Mon Jul 22 08:15:57 EDT 2019,Dog,Zoey,Zo,4,Muttmix
Mon Jul 22 08:18:34 EDT 2019,Cat,Sammy,Sammy,9,Unknown
Mon Jul 22 08:19:17 EDT 2019,Cat,Tika,Tika,8,Unknown
Mon Jul 22 08:22:29 EDT 2019,Cat,Prince William,William,9,Unknown
Mon Jul 22 08:26:00 EDT 2019,Dog,Chip,Chippers ,2,GoldenRetriever
Mon Jul 22 08:30:12 EDT 2019,Insect,Rosie,Rosie,6,Spider
Mon Jul 22 08:30:42 EDT 2019,Cat,Zoey,Zoey,5,Tabby
Mon Jul 22 08:31:19 EDT 2019,Cat,Stella Lou,Stella,2,Tabby
